,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition_Encoded
178,46,No,1,526,Sales,1,2,Marketing,2,Female,3,Sales Executive,1,Divorced,10453,2137,0,25,4,3,3,24,2,3,24,13,15,0
179,38,No,1,1380,Research & Development,9,2,Life Sciences,3,Female,3,Laboratory Technician,4,Single,2288,6319,0,12,3,3,0,2,3,3,2,2,2,0
180,31,No,1,140,Research & Development,12,1,Medical,3,Female,3,Research Scientist,4,Married,3929,6984,1,23,4,3,1,7,0,3,4,2,0,0
181,34,No,1,629,Research & Development,27,2,Medical,4,Female,3,Research Scientist,2,Single,2311,5711,0,15,3,4,0,9,3,3,3,2,1,0
182,41,Yes,1,1356,Sales,20,2,Marketing,2,Female,3,Sales Representative,2,Single,3140,21728,1,22,4,4,0,4,5,2,4,3,0,1
183,50,No,1,328,Research & Development,1,3,Medical,3,Male,2,Laboratory Technician,3,Married,3690,3425,0,15,3,4,1,5,2,2,3,2,0,0
184,53,No,1,1084,Research & Development,13,2,Medical,4,Female,4,Manufacturing Director,1,Divorced,4450,26250,0,11,3,3,2,5,3,3,4,2,1,0
185,33,No,1,931,Research & Development,14,3,Medical,4,Female,3,Research Scientist,2,Married,2756,4673,0,13,3,4,1,8,5,3,8,7,1,0
186,40,No,1,989,Research & Development,4,1,Medical,4,Female,3,Manager,3,Married,19033,6499,0,14,3,2,1,21,2,3,20,8,9,0
187,55,No,1,692,Research & Development,14,4,Medical,3,Male,4,Research Director,2,Single,18722,13339,0,11,3,4,0,36,3,3,24,15,2,0
188,34,No,2,1069,Research & Development,2,1,Life Sciences,4,Male,2,Manufacturing Director,3,Married,9547,14074,0,17,3,3,0,10,2,2,10,9,1,0
189,51,No,1,313,Research & Development,3,3,Medical,4,Female,3,Healthcare Representative,2,Single,13734,7192,0,18,3,3,0,21,6,3,7,7,1,0
190,52,No,1,699,Research & Development,1,4,Life Sciences,3,Male,2,Manager,3,Married,19999,5678,0,14,3,1,1,34,5,3,33,18,11,0
191,27,No,1,894,Research & Development,9,3,Medical,4,Female,3,Research Scientist,2,Single,2279,11781,0,16,3,4,0,7,2,2,7,7,0,0
192,35,Yes,1,556,Research & Development,23,2,Life Sciences,2,Male,2,Manufacturing Director,3,Married,5916,15497,1,13,3,1,0,8,1,3,1,0,0,1
193,43,No,0,1344,Research & Development,7,3,Medical,4,Male,4,Research Scientist,4,Divorced,2089,5228,0,14,3,4,3,7,3,4,5,4,2,0
194,45,No,0,1195,Research & Development,2,2,Medical,1,Male,2,Manager,4,Married,16792,20462,0,23,4,4,1,22,1,3,20,8,11,0
195,37,No,1,290,Research & Development,21,3,Life Sciences,2,Male,4,Research Scientist,1,Married,3564,22977,1,12,3,1,1,8,3,2,8,7,1,0
196,35,No,2,138,Research & Development,2,3,Medical,2,Female,3,Laboratory Technician,2,Single,4425,15986,0,11,3,4,0,10,5,3,6,2,1,0
197,42,No,0,926,Research & Development,21,2,Medical,3,Female,3,Manufacturing Director,3,Divorced,5265,16439,0,16,3,2,1,11,5,3,5,3,0,0
198,38,No,1,1261,Research & Development,2,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6553,7259,0,14,3,2,0,14,3,3,1,0,0,0
199,38,No,1,1084,Research & Development,29,3,Technical Degree,4,Male,3,Manufacturing Director,4,Married,6261,4185,0,18,3,1,1,9,3,1,7,7,1,0
200,27,No,2,472,Research & Development,1,1,Technical Degree,3,Male,2,Manufacturing Director,1,Married,4298,9679,0,19,3,3,1,6,1,3,2,2,2,0
201,49,No,0,1002,Research & Development,18,4,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced,6804,23793,1,15,3,1,2,7,0,3,7,7,1,0
202,34,No,2,878,Research & Development,10,4,Medical,4,Male,3,Research Scientist,3,Divorced,3815,5972,1,17,3,4,1,5,4,4,5,3,2,0
203,40,No,1,905,Research & Development,19,2,Medical,3,Male,3,Laboratory Technician,4,Married,2741,16523,1,15,3,3,1,15,2,4,7,2,3,0
204,38,Yes,1,1180,Research & Development,29,1,Medical,2,Male,3,Healthcare Representative,1,Married,6673,11354,1,19,3,2,0,17,2,3,1,0,0,1
205,29,Yes,1,121,Sales,27,3,Marketing,2,Female,3,Sales Executive,4,Married,7639,24525,0,22,4,4,3,10,3,2,10,4,1,1
206,22,No,1,1136,Research & Development,5,3,Life Sciences,4,Male,4,Research Scientist,2,Divorced,2328,12392,1,16,3,1,1,4,2,2,4,2,2,0
207,36,No,2,635,Research & Development,18,1,Medical,2,Female,3,Laboratory Technician,4,Single,2153,7703,0,13,3,1,0,8,2,3,8,1,1,0
208,40,No,0,1151,Research & Development,9,5,Life Sciences,4,Male,2,Healthcare Representative,4,Married,4876,14242,0,14,3,4,1,5,5,1,3,2,0,0
209,46,No,1,644,Research & Development,1,4,Medical,4,Male,3,Healthcare Representative,1,Divorced,9396,12368,0,16,3,3,1,17,3,3,4,2,0,0
210,32,Yes,1,1045,Sales,4,4,Medical,4,Male,1,Sales Executive,4,Married,10400,25812,0,11,3,3,0,14,2,2,14,8,9,1
211,30,No,0,829,Research & Development,1,1,Life Sciences,3,Male,2,Manufacturing Director,3,Single,8474,20925,0,22,4,3,0,12,2,3,11,8,5,0
212,27,No,2,1242,Sales,20,3,Life Sciences,4,Female,3,Sales Executive,3,Single,9981,12916,0,14,3,4,0,7,2,3,7,7,0,0
213,51,No,1,1469,Research & Development,8,4,Life Sciences,2,Male,2,Research Director,2,Married,12490,15736,0,16,3,4,2,16,5,1,10,9,4,0
214,30,Yes,1,1005,Research & Development,3,3,Technical Degree,4,Female,3,Research Scientist,1,Single,2657,8556,1,11,3,3,0,8,5,3,5,2,0,1
215,41,No,1,896,Sales,6,3,Life Sciences,4,Female,3,Manager,4,Single,13591,14674,1,18,3,3,0,16,3,3,1,0,0,0
216,30,Yes,2,334,Sales,26,4,Marketing,3,Female,2,Sales Executive,1,Single,6696,22967,0,15,3,3,0,9,5,2,6,3,0,1
217,29,Yes,1,992,Research & Development,1,3,Technical Degree,3,Male,3,Research Scientist,3,Single,2058,19757,0,14,3,4,0,7,1,2,6,2,1,1
218,45,No,0,1052,Sales,6,3,Medical,4,Female,2,Sales Executive,4,Single,8865,16840,0,12,3,4,0,23,2,3,19,7,12,0
219,54,No,1,1147,Sales,3,3,Marketing,4,Female,3,Sales Executive,1,Married,5940,17011,0,14,3,4,1,16,4,3,6,2,0,0
220,36,No,1,1396,Research & Development,5,2,Life Sciences,4,Male,3,Laboratory Technician,2,Single,5914,9945,0,16,3,4,0,16,3,4,13,11,3,0
221,33,No,1,147,Research & Development,4,4,Medical,3,Female,2,Research Scientist,2,Married,2622,13248,0,21,4,4,0,7,3,3,3,2,1,0
222,37,No,2,663,Research & Development,11,3,Other,2,Male,3,Research Director,4,Divorced,12185,10056,1,14,3,3,3,10,1,3,10,8,0,0
223,38,No,1,119,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,3,Divorced,10609,9647,0,12,3,3,2,17,6,2,16,10,5,0
224,31,No,0,979,Research & Development,1,4,Medical,3,Male,1,Manufacturing Director,3,Married,4345,4381,0,12,3,4,1,6,2,3,5,4,1,0
225,59,No,1,142,Research & Development,3,3,Life Sciences,3,Male,2,Research Scientist,4,Married,2177,8456,0,17,3,1,1,7,6,3,1,0,0,0
226,37,No,2,319,Sales,4,4,Marketing,1,Male,3,Sales Representative,4,Divorced,2793,2539,0,17,3,3,1,13,2,3,9,8,5,0
227,29,No,2,1413,Sales,1,1,Medical,2,Female,3,Sales Executive,4,Married,7918,6599,0,14,3,4,1,11,5,3,11,10,4,0
228,35,No,2,944,Sales,1,3,Marketing,3,Female,3,Sales Executive,3,Single,8789,9096,0,14,3,1,0,10,3,4,10,7,0,0
229,29,Yes,1,896,Research & Development,18,1,Medical,3,Male,2,Research Scientist,4,Single,2389,14961,1,13,3,3,0,4,3,2,4,3,0,1
230,52,No,1,1323,Research & Development,2,3,Life Sciences,3,Female,2,Laboratory Technician,4,Single,3212,3300,0,15,3,2,0,6,3,2,2,2,2,0
231,42,No,1,532,Research & Development,4,2,Technical Degree,3,Male,3,Manager,4,Married,19232,4933,0,11,3,4,0,22,3,3,22,17,11,0
232,59,No,1,818,Human Resources,6,2,Medical,2,Male,3,Human Resources,3,Married,2267,25657,0,17,3,4,0,7,2,2,2,2,2,0
233,50,No,1,854,Sales,1,4,Medical,4,Female,3,Manager,4,Divorced,19517,24118,0,11,3,3,1,32,3,2,7,0,0,0
234,33,Yes,1,813,Research & Development,14,3,Medical,3,Male,3,Laboratory Technician,4,Married,2436,22149,1,13,3,3,1,8,2,1,5,4,0,1
235,43,No,1,1034,Sales,16,3,Marketing,4,Female,3,Manager,4,Married,16064,7744,1,22,4,3,1,22,3,3,17,13,1,0
236,33,Yes,1,465,Research & Development,2,2,Life Sciences,1,Female,3,Laboratory Technician,1,Married,2707,21509,0,20,4,1,0,13,3,4,9,7,1,1
237,52,No,0,771,Sales,2,4,Life Sciences,1,Male,2,Manager,3,Single,19068,21030,1,18,3,4,0,33,2,4,33,7,15,0
238,32,No,1,1401,Sales,4,2,Life Sciences,3,Female,3,Sales Representative,2,Married,3931,20990,0,11,3,1,1,6,5,3,4,3,1,0
239,32,Yes,1,515,Research & Development,1,3,Life Sciences,4,Male,2,Laboratory Technician,3,Single,3730,9571,1,14,3,4,0,4,2,1,3,2,1,1
240,39,No,1,1431,Research & Development,1,4,Medical,3,Female,3,Laboratory Technician,3,Divorced,2232,15417,0,14,3,3,3,7,1,3,3,2,1,0
241,32,No,0,976,Sales,26,4,Marketing,3,Male,3,Sales Executive,4,Married,4465,12069,0,18,3,1,0,4,2,3,3,2,2,0
242,41,No,1,1411,Research & Development,19,2,Life Sciences,3,Male,3,Research Scientist,1,Divorced,3072,19877,0,16,3,1,2,17,2,2,1,0,0,0
243,40,No,1,1300,Research & Development,24,2,Technical Degree,1,Male,3,Research Scientist,4,Divorced,3319,24447,0,17,3,1,2,9,3,3,9,8,4,0
244,45,No,1,252,Research & Development,1,3,Other,3,Male,4,Manager,4,Married,19202,15970,0,11,3,3,1,25,2,3,24,0,1,0
245,31,No,2,1327,Research & Development,3,4,Medical,2,Male,3,Research Director,3,Divorced,13675,13523,0,12,3,1,1,9,3,3,2,2,2,0
246,33,No,1,832,Research & Development,5,4,Life Sciences,3,Female,2,Research Scientist,4,Married,2911,14776,0,13,3,3,1,2,2,2,2,2,0,0
247,34,No,1,470,Research & Development,2,4,Life Sciences,4,Male,2,Manufacturing Director,1,Married,5957,23687,0,13,3,2,1,13,3,3,11,9,5,0
248,37,No,1,1017,Research & Development,1,2,Medical,3,Female,2,Research Scientist,1,Married,3920,18697,0,14,3,1,1,17,2,2,3,1,0,0
249,45,No,2,1199,Research & Development,7,4,Life Sciences,1,Male,4,Manufacturing Director,3,Married,6434,5118,0,17,3,4,1,9,1,3,3,2,0,0
250,37,Yes,2,504,Research & Development,10,3,Medical,1,Male,3,Manufacturing Director,3,Divorced,10048,22573,0,11,3,2,2,17,5,3,1,0,0,1
251,39,No,2,505,Research & Development,2,4,Technical Degree,3,Female,3,Healthcare Representative,3,Single,10938,6420,0,25,4,4,0,20,1,3,19,6,11,0
252,29,No,1,665,Research & Development,15,3,Life Sciences,3,Male,3,Research Scientist,4,Single,2340,22673,0,19,3,1,0,6,1,3,6,5,1,0
253,42,No,1,916,Research & Development,17,2,Life Sciences,4,Female,4,Research Scientist,1,Single,6545,23016,1,13,3,3,0,10,1,3,3,2,0,0
254,29,No,1,1247,Sales,20,2,Marketing,4,Male,3,Sales Executive,4,Divorced,6931,10732,0,14,3,4,1,10,2,3,3,2,0,0
255,25,No,1,685,Research & Development,1,3,Life Sciences,1,Female,3,Manufacturing Director,3,Married,4898,7505,0,12,3,4,2,5,3,3,4,2,1,0
256,42,No,1,269,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,1,Divorced,2593,8007,1,11,3,3,1,10,4,3,9,6,7,0
257,40,No,1,1416,Research & Development,2,2,Medical,1,Male,3,Research Director,3,Divorced,19436,5949,0,19,3,4,1,22,5,3,21,7,3,0
258,51,No,1,833,Research & Development,1,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2723,23231,0,11,3,2,0,1,0,2,1,0,0,0
259,31,Yes,2,307,Research & Development,29,2,Medical,3,Male,2,Laboratory Technician,2,Single,3479,11652,0,11,3,2,0,6,2,4,5,4,1,1
260,32,No,2,1311,Research & Development,7,3,Life Sciences,2,Male,4,Laboratory Technician,2,Married,2794,26062,0,20,4,3,0,5,3,1,5,1,0,0
261,38,No,0,1327,Sales,2,2,Life Sciences,4,Male,2,Sales Executive,4,Married,5249,19682,0,18,3,4,1,13,0,3,8,7,7,0
262,32,No,1,128,Research & Development,2,1,Technical Degree,4,Male,2,Laboratory Technician,1,Single,2176,19737,0,13,3,4,0,9,5,3,6,2,0,0
263,46,No,1,488,Sales,2,3,Technical Degree,3,Female,1,Manager,2,Married,16872,14977,1,12,3,2,1,28,2,2,7,7,7,0
264,28,Yes,1,529,Research & Development,2,4,Life Sciences,1,Male,3,Laboratory Technician,3,Single,3485,14935,0,11,3,3,0,5,5,1,0,0,0,1
265,29,No,1,1210,Sales,2,3,Medical,1,Male,2,Sales Executive,2,Married,6644,3687,0,19,3,2,2,10,2,3,0,0,0,0
266,31,No,1,1463,Research & Development,23,3,Medical,2,Male,2,Healthcare Representative,4,Married,5582,14408,0,21,4,2,1,10,2,3,9,0,7,0
267,25,No,0,675,Research & Development,5,2,Life Sciences,2,Male,4,Healthcare Representative,1,Divorced,4000,18384,0,12,3,4,2,6,2,3,6,3,1,0
268,45,No,1,1385,Research & Development,20,2,Medical,3,Male,3,Healthcare Representative,4,Married,13496,7501,1,14,3,2,0,21,2,3,20,7,4,0
269,36,No,1,1403,Research & Development,6,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,3210,20251,0,11,3,3,1,16,4,3,15,13,10,0
270,55,No,1,452,Research & Development,1,3,Medical,4,Male,3,Manager,1,Single,19045,18938,1,14,3,3,0,37,2,3,36,10,4,0
271,47,Yes,0,666,Research & Development,29,4,Life Sciences,1,Male,3,Manager,2,Married,11849,10268,1,12,3,4,1,10,2,2,10,7,9,1
272,28,No,1,1158,Research & Development,9,3,Medical,4,Male,3,Research Scientist,4,Married,2070,2613,0,23,4,4,1,5,3,2,5,2,0,0
273,37,No,1,228,Sales,6,4,Medical,3,Male,3,Sales Executive,4,Married,6502,22825,0,14,3,2,1,7,5,4,5,4,0,0
274,21,No,1,996,Research & Development,3,2,Medical,4,Male,2,Research Scientist,3,Single,3230,10531,0,17,3,1,0,3,4,4,3,2,1,0
275,37,No,0,728,Research & Development,1,4,Medical,1,Female,3,Research Director,4,Divorced,13603,11677,1,18,3,1,2,15,2,3,5,2,0,0
276,35,No,1,1315,Research & Development,22,3,Life Sciences,2,Female,4,Manager,2,Divorced,11996,19100,0,18,3,2,1,10,6,2,7,7,6,0
277,38,No,1,322,Sales,7,2,Medical,1,Female,4,Sales Executive,1,Divorced,5605,19191,1,24,4,3,1,8,3,3,8,0,7,0
278,26,No,2,1479,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,2,Divorced,6397,26767,0,20,4,1,1,6,6,1,6,5,1,0
279,50,No,1,797,Research & Development,4,1,Life Sciences,1,Male,3,Research Director,2,Divorced,19144,15815,0,14,3,1,2,28,4,2,10,4,1,0
280,53,No,1,1070,Research & Development,3,4,Medical,3,Male,3,Research Director,3,Married,17584,21016,1,16,3,4,3,21,5,2,5,3,1,0
281,42,No,1,635,Sales,1,1,Life Sciences,2,Male,3,Sales Executive,3,Married,4907,24532,0,25,4,3,0,20,3,3,20,16,11,0
282,29,No,2,442,Sales,2,2,Life Sciences,2,Male,3,Sales Executive,4,Single,4554,20260,0,18,3,1,0,10,3,2,10,7,0,0
283,55,No,1,147,Research & Development,20,2,Technical Degree,2,Male,3,Laboratory Technician,4,Married,5415,15972,1,19,3,4,1,12,4,3,10,7,0,0
284,26,No,2,496,Research & Development,11,2,Medical,1,Male,3,Healthcare Representative,1,Married,4741,22722,1,13,3,3,1,5,3,3,5,3,3,0
285,37,No,1,1372,Research & Development,1,3,Life Sciences,4,Female,3,Research Scientist,4,Single,2115,15881,0,12,3,2,0,17,3,3,17,12,5,0
286,44,Yes,2,920,Research & Development,24,3,Life Sciences,4,Male,3,Laboratory Technician,3,Divorced,3161,19920,1,22,4,4,1,19,0,1,1,0,0,1
287,38,No,1,688,Research & Development,23,4,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,5745,18899,0,14,3,2,1,10,2,3,2,2,1,0
288,26,Yes,1,1449,Research & Development,16,4,Medical,1,Male,3,Laboratory Technician,2,Divorced,2373,14180,1,13,3,4,1,5,2,3,3,2,0,1
289,28,No,1,1117,Research & Development,8,2,Life Sciences,4,Female,3,Research Scientist,4,Single,3310,4488,0,21,4,4,0,5,3,3,5,3,0,0
290,49,No,2,636,Research & Development,10,4,Life Sciences,3,Female,3,Research Director,1,Single,18665,25594,1,11,3,4,0,22,4,3,3,2,1,0
291,36,No,1,506,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Single,4485,26285,0,12,3,4,0,10,2,3,8,0,7,0
292,31,No,2,444,Sales,5,3,Marketing,4,Female,3,Sales Representative,2,Divorced,2789,3909,0,11,3,3,1,2,5,2,2,2,2,0
293,26,Yes,1,950,Sales,4,4,Marketing,4,Male,2,Sales Executive,4,Single,5828,8450,1,12,3,2,0,8,0,3,8,7,7,1
294,37,No,2,889,Research & Development,9,3,Medical,2,Male,3,Research Scientist,4,Married,2326,11411,1,12,3,3,3,4,3,2,4,2,1,0
295,42,No,2,555,Sales,26,3,Marketing,3,Female,3,Sales Executive,2,Married,13525,14864,0,14,3,4,1,23,2,4,20,4,4,0
296,18,Yes,1,230,Research & Development,3,3,Life Sciences,3,Male,3,Laboratory Technician,3,Single,1420,25233,0,13,3,3,0,0,2,3,0,0,0,1
297,35,No,1,1232,Sales,16,3,Marketing,3,Male,3,Sales Executive,2,Married,8020,5100,0,15,3,3,2,12,3,2,11,9,6,0
298,36,No,2,566,Research & Development,18,4,Life Sciences,3,Male,4,Laboratory Technician,4,Married,3688,7122,0,18,3,4,2,4,2,3,1,0,0,0
299,51,No,1,1302,Research & Development,2,3,Medical,4,Male,1,Manufacturing Director,2,Divorced,5482,16321,0,18,3,4,1,13,3,3,4,1,1,0
300,41,No,1,334,Sales,2,4,Life Sciences,4,Male,3,Manager,2,Single,16015,15896,0,19,3,2,0,22,2,3,22,10,0,0
301,18,No,1,812,Sales,10,3,Medical,4,Female,2,Sales Representative,3,Single,1200,9724,0,12,3,1,0,0,2,3,0,0,0,0
302,28,No,1,1476,Research & Development,16,2,Medical,2,Male,4,Healthcare Representative,1,Single,5661,4824,0,19,3,3,0,9,2,3,8,3,0,0
303,31,No,1,218,Sales,7,3,Technical Degree,2,Male,4,Sales Executive,4,Married,6929,12241,0,11,3,2,1,10,3,2,8,7,7,0
304,39,No,1,1132,Research & Development,1,3,Medical,3,Male,4,Healthcare Representative,4,Divorced,9613,10942,0,17,3,1,3,19,5,2,18,10,3,0
305,36,No,0,1105,Research & Development,24,4,Life Sciences,2,Female,3,Laboratory Technician,2,Married,5674,6927,0,15,3,3,1,11,3,3,9,8,0,0
306,32,No,1,906,Sales,7,3,Life Sciences,4,Male,2,Sales Executive,3,Married,5484,16985,0,14,3,3,1,13,3,2,13,8,4,0
307,38,No,1,849,Research & Development,25,2,Life Sciences,1,Female,2,Research Director,2,Married,12061,26707,0,17,3,3,1,19,2,3,10,8,0,0
308,58,No,0,390,Research & Development,1,4,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced,5660,17056,1,13,3,4,1,12,2,3,5,3,1,0
309,31,No,1,691,Research & Development,5,4,Technical Degree,3,Male,3,Research Scientist,4,Married,4821,10077,1,12,3,3,1,6,4,3,5,2,0,0
310,31,No,1,106,Human Resources,2,3,Human Resources,1,Male,2,Human Resources,1,Married,6410,17822,0,12,3,4,0,9,1,3,2,2,1,0
311,45,No,2,1249,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Divorced,5210,20308,0,18,3,1,1,24,2,3,24,9,9,0
312,31,No,1,192,Research & Development,2,4,Life Sciences,3,Male,3,Research Scientist,4,Divorced,2695,7747,1,18,3,2,1,3,2,1,2,2,2,0
313,33,No,2,553,Research & Development,5,4,Life Sciences,4,Female,3,Manager,2,Married,11878,23364,0,11,3,2,2,12,2,3,10,6,8,0
314,39,No,1,117,Research & Development,10,1,Medical,3,Male,3,Manager,1,Married,17068,5355,1,14,3,4,0,21,3,3,21,9,11,0
315,43,No,2,185,Research & Development,10,4,Life Sciences,3,Female,3,Laboratory Technician,4,Single,2455,10675,0,19,3,1,0,9,5,3,8,7,1,0
316,49,No,1,1091,Research & Development,1,2,Technical Degree,3,Female,2,Healthcare Representative,3,Single,13964,17810,1,12,3,4,0,25,2,3,7,1,0,0
317,52,Yes,1,723,Research & Development,8,4,Medical,3,Male,2,Research Scientist,2,Married,4941,17747,0,15,3,1,0,11,3,2,8,2,7,1
318,27,No,1,1220,Research & Development,5,3,Life Sciences,3,Female,3,Research Scientist,2,Single,2478,20938,1,12,3,2,0,4,2,2,4,3,1,0
319,32,No,1,588,Sales,8,2,Technical Degree,3,Female,2,Sales Executive,2,Married,5228,24624,1,11,3,4,0,13,2,3,13,12,11,0
320,27,No,1,1377,Sales,2,3,Life Sciences,4,Male,3,Sales Executive,3,Single,4478,5242,1,11,3,1,0,5,3,3,5,4,0,0
321,31,No,1,691,Sales,7,3,Marketing,4,Male,3,Sales Executive,4,Divorced,7547,7143,0,12,3,4,3,13,3,3,7,7,1,0
322,32,No,1,1018,Research & Development,2,4,Medical,1,Female,4,Research Scientist,4,Single,5055,10557,0,16,3,3,0,10,0,2,7,7,0,0
323,28,Yes,1,1157,Research & Development,2,4,Medical,1,Male,1,Research Scientist,4,Married,3464,24737,1,13,3,4,0,5,4,2,3,2,2,1
324,30,No,1,1275,Research & Development,28,2,Medical,4,Female,3,Research Scientist,4,Married,5775,11934,0,13,3,4,2,11,2,3,10,8,1,0
325,31,No,2,798,Research & Development,7,2,Life Sciences,3,Female,2,Manufacturing Director,3,Married,8943,14034,0,24,4,1,1,10,2,3,10,9,8,0
326,39,No,2,672,Research & Development,7,2,Medical,3,Male,2,Manager,4,Married,19272,21141,0,15,3,1,1,21,2,3,21,9,13,0
327,39,Yes,1,1162,Sales,3,2,Medical,4,Female,3,Sales Executive,3,Married,5238,17778,1,18,3,1,0,12,3,2,1,0,0,1
328,33,No,2,508,Sales,10,3,Marketing,2,Male,2,Sales Executive,4,Single,4682,4317,0,14,3,3,0,9,6,2,7,7,0,0
329,47,No,1,1482,Research & Development,5,5,Life Sciences,4,Male,3,Research Director,3,Married,18300,16375,0,11,3,2,1,21,2,3,3,2,1,0
330,43,No,2,559,Research & Development,10,4,Life Sciences,3,Female,2,Laboratory Technician,3,Divorced,5257,6227,0,11,3,2,1,9,3,4,9,7,0,0
331,27,No,0,210,Sales,1,1,Marketing,3,Male,3,Sales Executive,2,Married,6349,22107,1,13,3,4,1,6,0,3,5,4,1,0
332,54,No,2,928,Research & Development,20,4,Life Sciences,4,Female,3,Research Scientist,3,Single,4869,16885,0,12,3,4,0,20,4,2,4,3,0,0
333,43,No,1,1001,Research & Development,7,3,Life Sciences,3,Female,3,Healthcare Representative,1,Married,9985,9262,0,16,3,1,1,10,1,2,1,0,0,0
334,45,No,1,549,Research & Development,8,4,Other,4,Male,3,Research Scientist,4,Married,3697,9278,0,14,3,1,2,12,3,3,10,9,9,0
335,40,No,1,1124,Sales,1,2,Medical,2,Male,1,Sales Executive,4,Married,7457,13273,1,22,4,3,3,6,2,2,4,3,0,0
336,29,Yes,1,318,Research & Development,8,4,Other,2,Male,1,Laboratory Technician,1,Married,2119,4759,1,11,3,4,0,7,4,2,7,7,0,1
337,29,No,1,738,Research & Development,9,5,Other,2,Male,2,Laboratory Technician,4,Single,3983,7621,0,17,3,3,0,4,2,3,3,2,2,0
338,30,No,1,570,Sales,5,3,Marketing,4,Female,2,Sales Executive,3,Divorced,6118,5431,0,13,3,3,3,10,2,3,10,9,1,0
339,27,No,1,1130,Sales,8,4,Marketing,2,Female,3,Sales Executive,2,Married,6214,3415,0,18,3,1,1,8,3,3,8,7,0,0
340,37,No,1,1192,Research & Development,5,2,Medical,4,Male,3,Manufacturing Director,4,Divorced,6347,23177,0,16,3,3,2,8,2,2,6,2,0,0
341,38,No,1,343,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,4,Divorced,11510,15682,1,14,3,2,1,12,3,3,11,10,2,0
342,31,No,1,1232,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,4,Single,7143,25713,1,14,3,3,0,11,2,2,11,9,4,0
343,29,No,1,144,Sales,10,1,Marketing,4,Female,2,Sales Executive,2,Divorced,8268,11866,1,14,3,1,2,7,2,3,7,7,1,0
344,35,No,1,1296,Research & Development,5,4,Technical Degree,3,Male,3,Manufacturing Director,2,Single,8095,18264,0,13,3,4,0,17,5,3,16,6,0,0
345,23,No,1,1309,Research & Development,26,1,Life Sciences,3,Male,3,Research Scientist,4,Divorced,2904,16092,0,12,3,3,2,4,2,2,4,2,0,0
346,41,No,1,483,Research & Development,6,3,Medical,4,Male,2,Manufacturing Director,2,Single,6032,10110,1,15,3,4,0,8,3,3,5,4,1,0
347,47,No,2,1309,Sales,4,1,Medical,2,Male,3,Sales Representative,3,Single,2976,25751,0,19,3,1,0,5,3,3,0,0,0,0
348,42,No,1,810,Research & Development,23,5,Life Sciences,1,Female,3,Research Director,4,Single,15992,15901,0,14,3,2,0,16,2,3,1,0,0,0
349,29,No,0,746,Sales,2,3,Life Sciences,4,Male,3,Sales Executive,3,Married,4649,16928,0,14,3,1,1,4,3,2,4,3,0,0
350,42,No,1,544,Human Resources,2,1,Technical Degree,3,Male,3,Human Resources,3,Divorced,2696,24017,1,11,3,3,1,4,5,3,3,2,1,0
351,32,No,1,1062,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,2,Married,2370,3956,0,13,3,3,1,8,4,3,8,0,0,0
352,48,No,1,530,Sales,29,1,Medical,1,Female,3,Manager,3,Married,12504,23978,0,21,4,2,1,15,3,1,0,0,0,0
353,37,No,1,1319,Research & Development,6,3,Medical,3,Male,4,Research Scientist,1,Divorced,5974,17001,1,13,3,1,2,13,2,3,7,7,6,0
354,30,No,0,641,Sales,25,2,Technical Degree,4,Female,3,Sales Executive,3,Married,4736,6069,1,12,3,2,1,4,2,4,2,2,2,0
